contrast,dissimilarity,homogeneity,energy,correlation,ASM,IDM,entropy,mean,median,label,image_name
13987.580180864663,80.9102260699025,0.20099364828248703,0.1808481050781312,0.1844391685400987,0.03270660637464721,7.148688337705106e-05,43.49530818894114,1.52587890625e-05,0.0,1,augmented_healthy_56_3.png
136.43812611135394,4.81831074586712,0.3859419860460322,0.09492236155553002,0.9886298323408698,0.009013436130347451,0.007276001414555002,45.50882024172822,1.52587890625e-05,0.0,1,augmented_healthy_557_2.png
116.12436591395286,6.4401764795991845,0.2845804190628681,0.025893276454095275,0.9858268873515743,0.0006764842729744863,0.00853793309527639,49.104085094865574,1.5258789062500003e-05,0.0,1,augmented_healthy_680_0.png
7777.604089157191,58.66563645893271,0.2639711139210814,0.24666501845442973,0.221342403833997,0.060843853200040154,0.00012855777058944643,38.44588946822095,1.5258789062499997e-05,0.0,0,augmented_lumpy_700_3.png
6943.872970567006,58.8730586042616,0.26141612345550286,0.2469113662879254,0.11370820893656391,0.060965895139553646,0.00014399111463061882,36.50149892984987,1.52587890625e-05,0.0,0,augmented_lumpy_679_3.png
8665.044875333231,63.25637532739792,0.24180073549832498,0.2265059365659685,0.17047819754591165,0.0513051757322745,0.00011539289426556857,38.989713297423556,1.52587890625e-05,0.0,1,augmented_healthy_356_3.png
38.386497936492844,3.553048031406294,0.3367245230131091,0.02632211403290116,0.9885528829847108,0.0007035706051367215,0.025389411407239337,45.10018512555706,1.5258789062500003e-05,0.0,1,augmented_healthy_678_1.png
70.36229253772377,5.434802269559594,0.23825374679113093,0.0201729489422404,0.9909881988709341,0.0004124889758098136,0.014013002727895501,48.34940116874605,1.52587890625e-05,0.0,1,augmented_healthy_68_1.png
6975.423620527321,55.313425350224435,0.2608311501581195,0.24461176013380612,0.19707790108902426,0.059835438716580404,0.00014333991947645144,37.17708737867129,1.5258789062500003e-05,0.0,0,augmented_lumpy_868_3.png
295.59882171220033,7.853139522659351,0.386487404362807,0.14467179129003888,0.9803668908949108,0.02093364377324216,0.003371557561244573,44.684675217486514,1.5258789062500003e-05,0.0,1,augmented_healthy_466_2.png
55.82074646770566,5.164182646097672,0.2101953904166347,0.01961342756510335,0.9777612184830484,0.00038921179811181425,0.017599205610020537,47.370553559095136,1.5258789062499998e-05,0.0,0,augmented_lumpy_690_0.png
155.90161899870517,7.16662975177797,0.31314909447887823,0.07127200343390275,0.9791274266316278,0.005083695904822301,0.006373420531806319,47.53776431785225,1.5258789062499998e-05,0.0,0,augmented_lumpy_275_0.png
8584.777118566108,66.20085580065326,0.2517183536122143,0.23753839680074731,0.08661416920827329,0.056424627233223265,0.0001164716933820206,37.031150490495335,1.5258789062499998e-05,0.0,0,augmented_lumpy_886_3.png
217.9389242869266,9.006883425244917,0.20570974582406837,0.02851940122049408,0.980733234769597,0.000815236206236361,0.004567483846268776,51.83702520999863,1.52587890625e-05,0.0,1,augmented_healthy_392_0.png
433.998478740145,7.2168734381006505,0.7808032413094947,0.7685798048176341,0.42438378103670615,0.5907156270008922,0.002298858614163959,11.920458006806232,1.5258789062499998e-05,0.0,1,augmented_healthy_187_3.png
64.74548902465833,4.6393235774703125,0.3247894140253367,0.03694013409686881,0.9863770581647295,0.0013788039349986742,0.01521016901440862,45.62835277896366,1.5258789062499998e-05,0.0,0,augmented_lumpy_692_0.png
107.74987552864675,5.680363532055172,0.4121715500367864,0.18349416357827247,0.9889430513359491,0.03368490118770684,0.0091954128235906,42.187260370509655,1.52587890625e-05,0.0,0,augmented_lumpy_485_0.png
105.19760362600884,6.17531484284882,0.25838086125862064,0.030185319431818135,0.9770067577477038,0.0009130404791462978,0.009416408335555794,48.35250316233267,1.52587890625e-05,0.0,0,augmented_lumpy_123_0.png
134.2662910749495,6.462791759779939,0.3556738073385716,0.09706936211081488,0.9890093630271528,0.009453306560001228,0.0073928248645918114,44.844204229935194,1.52587890625e-05,0.0,1,augmented_healthy_194_0.png
108.49114571318316,5.221233419838335,0.3299514825589036,0.02896688291879816,0.9893979856870043,0.0008468395830160807,0.009133158608272707,46.60180622990265,1.5258789062500003e-05,0.0,1,augmented_healthy_126_1.png
